Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HR,AR
SE1,02/04/2022,Hammarby,Helsingborg,2,1,H,1,0,H,20,7,7,4,0,0
SE1,02/04/2022,Häcken,AIK,4,2,H,2,1,H,23,17,9,7,0,0
SE1,03/04/2022,IFK Göteborg,Värnamo,2,1,H,1,0,H,8,10,6,4,0,0
SE1,03/04/2022,Sirius,GIF Sundsvall,2,1,H,0,1,A,15,10,6,3,0,0
SE1,03/04/2022,Norrköping,Varberg,0,1,A,0,0,D,15,9,5,2,0,0
SE1,03/04/2022,Kalmar,Malmö FF,0,1,A,0,0,D,9,16,3,5,0,0
SE1,04/04/2022,Djurgården,Degerfors,3,1,H,1,0,H,19,17,8,7,0,0
SE1,04/04/2022,Elfsborg,Mjällby,0,2,A,0,0,D,15,7,5,4,0,0
SE1,09/04/2022,GIF Sundsvall,Hammarby,1,5,A,1,4,A,9,16,4,9,0,0
SE1,09/04/2022,Degerfors,Häcken,1,2,A,0,1,A,6,25,2,13,0,0
SE1,10/04/2022,Helsingborg,IFK Göteborg,0,1,A,0,1,A,12,10,3,5,0,0
SE1,10/04/2022,Varberg,Kalmar,0,3,A,0,2,A,14,15,5,7,0,0
SE1,10/04/2022,AIK,Norrköping,1,0,H,1,0,H,18,15,7,6,0,0
SE1,10/04/2022,Mjällby,Djurgården,1,0,H,0,0,D,8,15,2,4,0,0
SE1,11/04/2022,Värnamo,Sirius,0,0,D,0,0,D,13,6,3,4,0,0
SE1,11/04/2022,Malmö FF,Elfsborg,1,1,D,1,0,H,11,15,5,6,0,0
SE1,15/04/2022,Hammarby,Mjällby,2,0,H,0,0,D,18,4,9,0,0,0
SE1,16/04/2022,Djurgården,Norrköping,2,1,H,0,1,A,18,14,6,6,0,0
SE1,16/04/2022,Varberg,GIF Sundsvall,2,0,H,2,0,H,11,16,5,4,0,1
SE1,17/04/2022,Kalmar,Degerfors,2,0,H,1,0,H,24,7,11,3,0,0
SE1,17/04/2022,Malmö FF,AIK,3,0,H,2,0,H,11,17,8,3,0,0
SE1,17/04/2022,Häcken,IFK Göteborg,0,2,A,0,1,A,16,19,0,6,1,0
SE1,17/04/2022,Elfsborg,Värnamo,4,1,H,1,0,H,15,8,8,5,0,0
SE1,17/04/2022,Sirius,Helsingborg,1,0,H,1,0,H,11,10,5,2,0,0
SE1,20/04/2022,AIK,Varberg,1,0,H,1,0,H,18,5,6,3,0,0
SE1,20/04/2022,IFK Göteborg,Djurgården,1,1,D,1,0,H,9,13,2,6,0,0
SE1,20/04/2022,Norrköping,Häcken,1,1,D,1,1,D,13,15,2,4,0,0
SE1,20/04/2022,Mjällby,Sirius,3,0,H,1,0,H,12,11,7,5,0,0
SE1,20/04/2022,GIF Sundsvall,Kalmar,1,0,H,0,0,D,11,17,7,2,0,0
SE1,21/04/2022,Degerfors,Hammarby,0,1,A,0,1,A,15,15,5,8,0,0
SE1,21/04/2022,Helsingborg,Elfsborg,1,0,H,1,0,H,5,17,2,3,0,0
SE1,21/04/2022,Värnamo,Malmö FF,0,0,D,0,0,D,10,12,4,4,0,0
SE1,24/04/2022,AIK,Djurgården,1,0,H,1,0,H,9,12,2,3,0,0
SE1,24/04/2022,Varberg,Mjällby,0,0,D,0,0,D,8,5,2,3,0,0
SE1,24/04/2022,Helsingborg,Häcken,1,1,D,0,0,D,7,11,5,7,0,0
SE1,25/04/2022,Elfsborg,GIF Sundsvall,3,1,H,1,1,D,32,10,10,4,0,0
SE1,25/04/2022,Värnamo,Degerfors,2,0,H,1,0,H,18,20,6,5,0,0
SE1,25/04/2022,Sirius,Hammarby,0,3,A,0,1,A,3,16,2,6,0,0
SE1,25/04/2022,Malmö FF,IFK Göteborg,1,0,H,0,0,D,17,5,9,0,0,0
SE1,26/04/2022,Kalmar,Norrköping,1,2,A,0,2,A,16,11,5,5,0,0
SE1,30/04/2022,Djurgården,Sirius,4,0,H,2,0,H,16,15,9,7,0,0
SE1,01/05/2022,Degerfors,Elfsborg,0,6,A,0,4,A,13,19,5,9,1,0
SE1,01/05/2022,Mjällby,Helsingborg,2,1,H,1,1,D,14,9,5,3,0,0
SE1,01/05/2022,Häcken,Varberg,3,1,H,2,0,H,22,11,12,5,0,0
SE1,01/05/2022,GIF Sundsvall,AIK,0,2,A,0,0,D,9,25,2,8,0,0
SE1,02/05/2022,Hammarby,Malmö FF,0,0,D,0,0,D,10,6,4,2,0,0
SE1,02/05/2022,IFK Göteborg,Kalmar,1,2,A,1,0,H,20,10,5,7,0,0
SE1,02/05/2022,Norrköping,Värnamo,2,0,H,0,0,D,21,19,9,5,0,0
SE1,07/05/2022,AIK,IFK Göteborg,1,0,H,0,0,D,27,8,2,4,0,0
SE1,07/05/2022,Malmö FF,Mjällby,2,0,H,2,0,H,25,8,12,3,0,0
SE1,08/05/2022,Kalmar,Hammarby,2,0,H,2,0,H,7,11,7,5,0,0
