Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HR,AR
SE1,19/07/2015,Helsingborg,AIK,3,1,H,1,0,H,10,18,5,7,0,0
SE1,20/07/2015,Djurgården,Åtvidaberg,0,0,D,0,0,D,19,8,7,5,0,0
SE1,20/07/2015,Häcken,Hammarby,3,3,D,2,1,H,15,11,2,4,0,0
SE1,25/07/2015,Malmö FF,GIF Sundsvall,3,0,H,2,0,H,14,4,5,0,0,0
SE1,25/07/2015,Häcken,Kalmar,3,0,H,0,0,D,11,9,7,4,0,0
SE1,25/07/2015,Åtvidaberg,Helsingborg,1,2,A,0,1,A,15,7,5,4,0,0
SE1,26/07/2015,Falkenberg,IFK Göteborg,1,0,H,1,0,H,8,21,5,12,0,0
SE1,26/07/2015,AIK,Elfsborg,4,2,H,4,0,H,9,9,4,4,0,0
SE1,27/07/2015,Halmstad,Gefle,0,1,A,0,1,A,18,7,10,3,0,0
SE1,27/07/2015,Hammarby,Norrköping,0,1,A,0,1,A,18,14,8,7,0,0
SE1,27/07/2015,Örebro,Djurgården,0,1,A,0,0,D,8,11,3,4,0,0
SE1,31/07/2015,Helsingborg,Kalmar,1,2,A,0,0,D,12,16,4,9,0,0
SE1,01/08/2015,Åtvidaberg,Malmö FF,2,2,D,2,0,H,8,7,4,3,0,0
SE1,01/08/2015,Gefle,Falkenberg,1,0,H,1,0,H,18,15,11,6,0,0
SE1,01/08/2015,Djurgården,Häcken,2,1,H,1,0,H,7,24,4,10,0,1
SE1,02/08/2015,Norrköping,AIK,1,2,A,0,1,A,12,13,6,3,0,0
SE1,02/08/2015,IFK Göteborg,Örebro,6,0,H,4,0,H,3,0,0,0,0,0
SE1,02/08/2015,Elfsborg,Halmstad,2,0,H,1,0,H,18,12,8,5,0,0
SE1,03/08/2015,GIF Sundsvall,Hammarby,3,0,H,0,0,D,10,17,7,9,0,0
SE1,08/08/2015,Häcken,Gefle,1,1,D,0,1,A,18,12,6,5,0,0
SE1,08/08/2015,Falkenberg,Helsingborg,2,3,A,1,2,A,17,17,10,10,0,0
SE1,09/08/2015,Malmö FF,IFK Göteborg,2,1,H,2,0,H,6,14,4,6,1,0
SE1,09/08/2015,Örebro,Norrköping,1,3,A,0,2,A,13,6,4,3,0,0
SE1,09/08/2015,Hammarby,Elfsborg,0,0,D,0,0,D,17,9,7,4,0,0
SE1,10/08/2015,Kalmar,GIF Sundsvall,0,2,A,0,1,A,18,5,7,3,0,0
SE1,10/08/2015,AIK,Djurgården,1,0,H,0,0,D,12,18,2,10,1,1
SE1,12/08/2015,Gefle,Elfsborg,2,3,A,2,1,H,6,27,6,12,0,0
SE1,15/08/2015,Malmö FF,Gefle,2,0,H,1,0,H,15,9,6,5,0,0
SE1,15/08/2015,GIF Sundsvall,Örebro,1,0,H,0,0,D,16,18,5,5,1,0
SE1,16/08/2015,IFK Göteborg,Häcken,4,0,H,1,0,H,11,9,2,6,0,1
SE1,16/08/2015,AIK,Kalmar,2,1,H,2,0,H,5,8,3,2,0,0
SE1,16/08/2015,Elfsborg,Djurgården,2,0,H,1,0,H,8,12,4,8,0,0
SE1,17/08/2015,Helsingborg,Halmstad,2,0,H,0,0,D,19,7,7,4,0,1
SE1,17/08/2015,Falkenberg,Hammarby,0,1,A,0,0,D,15,5,5,2,0,0
SE1,17/08/2015,Åtvidaberg,Norrköping,1,1,D,1,0,H,7,19,4,10,0,0
SE1,22/08/2015,Häcken,Malmö FF,1,0,H,0,0,D,10,6,7,3,0,0
SE1,23/08/2015,Gefle,AIK,1,2,A,0,1,A,8,12,5,4,0,0
SE1,23/08/2015,Åtvidaberg,IFK Göteborg,0,1,A,0,0,D,13,21,6,11,0,0
SE1,23/08/2015,Kalmar,Elfsborg,0,3,A,0,0,D,14,6,5,3,0,0
SE1,23/08/2015,Halmstad,Örebro,2,2,D,0,1,A,12,13,4,6,0,0
SE1,24/08/2015,GIF Sundsvall,Falkenberg,0,1,A,0,0,D,19,13,9,4,0,0
SE1,24/08/2015,Norrköping,Helsingborg,3,2,H,1,0,H,13,13,2,8,0,1
SE1,24/08/2015,Djurgården,Hammarby,2,2,D,0,1,A,12,10,8,7,0,0
SE1,28/08/2015,Hammarby,Kalmar,0,0,D,0,0,D,18,8,10,5,0,0
SE1,29/08/2015,Djurgården,Halmstad,4,2,H,2,2,D,22,4,8,0,0,0
SE1,29/08/2015,Falkenberg,Norrköping,0,1,A,0,0,D,8,17,3,11,0,0
SE1,30/08/2015,AIK,Åtvidaberg,1,0,H,1,0,H,16,10,7,4,0,0
SE1,30/08/2015,Helsingborg,Malmö FF,0,3,A,0,2,A,7,13,3,8,0,0
SE1,30/08/2015,Elfsborg,GIF Sundsvall,1,2,A,0,2,A,22,11,13,6,0,2
SE1,11/09/2015,Kalmar,Norrköping,1,2,A,0,2,A,15,14,7,8,0,0
SE1,12/09/2015,Malmö FF,Elfsborg,1,1,D,0,1,A,13,4,6,2,0,0
SE1,12/09/2015,Falkenberg,AIK,2,4,A,0,1,A,10,6,5,4,0,0
SE1,13/09/2015,Helsingborg,IFK Göteborg,1,2,A,1,0,H,11,8,6,4,0,0
SE1,14/09/2015,GIF Sundsvall,Åtvidaberg,0,1,A,0,0,D,16,4,8,3,0,0
SE1,14/09/2015,Häcken,Halmstad,4,1,H,2,1,H,15,10,7,6,0,0
SE1,14/09/2015,Gefle,Djurgården,2,1,H,2,0,H,14,15,3,6,0,0
SE1,18/09/2015,Halmstad,Falkenberg,0,1,A,0,1,A,19,13,10,8,0,0
SE1,19/09/2015,AIK,Häcken,2,1,H,2,1,H,15,6,5,3,1,0
SE1,20/09/2015,Djurgården,Malmö FF,0,2,A,0,0,D,17,6,6,3,0,0
SE1,20/09/2015,Gefle,Helsingborg,2,1,H,2,0,H,7,9,6,6,0,0
SE1,20/09/2015,Åtvidaberg,Kalmar,1,1,D,0,1,A,12,6,4,5,0,0
SE1,20/09/2015,IFK Göteborg,Hammarby,1,0,H,0,0,D,9,9,5,4,0,0
SE1,20/09/2015,Norrköping,GIF Sundsvall,5,1,H,1,0,H,17,9,5,4,0,0
SE1,21/09/2015,Örebro,Elfsborg,4,2,H,2,1,H,11,17,5,9,0,0
SE1,23/09/2015,Hammarby,Gefle,3,0,H,1,0,H,10,7,5,2,0,0
SE1,23/09/2015,Norrköping,Djurgården,4,2,H,1,0,H,16,8,4,6,0,0
SE1,23/09/2015,Kalmar,Halmstad,1,0,H,1,0,H,11,9,5,5,0,0
SE1,23/09/2015,GIF Sundsvall,AIK,0,2,A,0,1,A,14,13,7,2,0,0
SE1,24/09/2015,Häcken,Åtvidaberg,3,0,H,2,0,H,22,12,14,3,0,1
SE1,24/09/2015,Elfsborg,IFK Göteborg,1,1,D,0,0,D,14,12,7,7,0,0
SE1,26/09/2015,Halmstad,Malmö FF,0,0,D,0,0,D,9,5,5,4,0,0
SE1,27/09/2015,Hammarby,AIK,1,0,H,0,0,D,8,9,2,5,0,1
SE1,27/09/2015,Falkenberg,Häcken,1,2,A,0,2,A,18,9,10,5,0,0
SE1,27/09/2015,Gefle,Norrköping,1,2,A,1,1,D,6,18,4,10,0,0
SE1,28/09/2015,Elfsborg,Åtvidaberg,3,1,H,1,1,D,12,9,5,3,0,0
SE1,28/09/2015,Djurgården,Helsingborg,2,2,D,2,1,H,15,11,9,6,0,0
SE1,28/09/2015,Örebro,Kalmar,2,1,H,2,1,H,10,18,3,10,0,0
SE1,28/09/2015,IFK Göteborg,GIF Sundsvall,3,2,H,1,1,D,13,10,7,5,0,0
SE1,02/10/2015,Åtvidaberg,Hammarby,0,3,A,0,0,D,16,17,6,8,0,0
SE1,03/10/2015,Örebro,Falkenberg,2,1,H,1,1,D,14,11,5,3,0,0
SE1,04/10/2015,IFK Göteborg,Halmstad,1,1,D,0,1,A,26,10,10,4,0,0
SE1,04/10/2015,Helsingborg,Elfsborg,2,1,H,1,0,H,14,11,7,6,0,0
SE1,04/10/2015,Kalmar,Djurgården,0,3,A,0,1,A,13,14,6,6,0,0
SE1,04/10/2015,AIK,Malmö FF,2,1,H,1,1,D,9,12,4,4,0,1
SE1,04/10/2015,Norrköping,Häcken,3,1,H,0,0,D,16,12,9,6,0,0
SE1,17/10/2015,Malmö FF,Kalmar,3,0,H,0,0,D,11,9,5,5,0,0
SE1,18/10/2015,Halmstad,AIK,0,1,A,0,0,D,9,14,5,8,0,0
SE1,18/10/2015,Hammarby,Helsingborg,1,4,A,1,2,A,22,6,9,3,0,1
SE1,18/10/2015,Falkenberg,Åtvidaberg,6,0,H,3,0,H,9,8,3,2,0,0
SE1,19/10/2015,Häcken,GIF Sundsvall,3,1,H,1,1,D,18,17,8,6,0,0
SE1,19/10/2015,Gefle,Örebro,2,2,D,0,1,A,9,14,4,3,0,0
SE1,19/10/2015,Elfsborg,Norrköping,3,2,H,3,1,H,9,16,6,10,0,0
SE1,24/10/2015,Falkenberg,Djurgården,0,2,A,0,0,D,15,21,4,13,0,0
SE1,25/10/2015,Hammarby,Malmö FF,0,1,A,0,0,D,9,3,5,0,0,0
SE1,25/10/2015,Häcken,Elfsborg,5,2,H,1,1,D,11,6,6,3,0,0
SE1,25/10/2015,Norrköping,Halmstad,3,1,H,2,0,H,15,6,4,4,0,0
SE1,26/10/2015,Kalmar,Gefle,3,1,H,2,0,H,17,4,7,3,0,1
SE1,26/10/2015,Åtvidaberg,Örebro,2,3,A,1,3,A,14,12,9,7,0,0
SE1,26/10/2015,AIK,IFK Göteborg,1,2,A,1,1,D,13,9,6,4,0,0
SE1,31/10/2015,Halmstad,Hammarby,2,1,H,0,0,D,5,20,4,7,0,0
SE1,31/10/2015,Helsingborg,Häcken,1,2,A,1,1,D,18,9,10,4,0,0
SE1,31/10/2015,Elfsborg,Falkenberg,4,2,H,0,1,A,19,6,8,4,0,0
SE1,31/10/2015,Malmö FF,Norrköping,0,2,A,0,1,A,8,10,4,5,2,0
