Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HR,AR
SE1,11/08/2019,AFC Eskilstuna,AIK,2,4,A,1,1,D,14,18,7,7,0,0
SE1,19/08/2019,Helsingborg,IFK Göteborg,1,2,A,1,0,H,9,12,4,6,0,0
SE1,19/08/2019,Elfsborg,Östersunds FK,4,1,H,3,0,H,9,9,5,3,0,0
SE1,18/08/2019,Örebro,Häcken,1,2,A,0,1,A,9,15,3,8,0,0
SE1,18/08/2019,Malmö FF,Falkenberg,5,0,H,2,0,H,15,7,9,5,0,0
SE1,17/08/2019,Hammarby,GIF Sundsvall,3,0,H,2,0,H,18,7,11,3,0,1
SE1,19/08/2019,Djurgården,AFC Eskilstuna,3,0,H,2,0,H,18,4,10,0,0,0
SE1,18/08/2019,AIK,Kalmar,1,2,A,0,2,A,11,10,7,4,0,0
SE1,18/08/2019,Sirius,Norrköping,0,2,A,0,0,D,12,9,6,5,0,0
SE1,26/08/2019,Falkenberg,Hammarby,0,2,A,0,2,A,10,16,5,5,0,0
SE1,25/08/2019,Norrköping,Helsingborg,5,0,H,2,0,H,25,11,11,0,0,0
SE1,26/08/2019,GIF Sundsvall,Elfsborg,1,2,A,1,1,D,11,19,6,7,0,0
SE1,25/08/2019,Östersunds FK,AIK,1,3,A,0,0,D,5,16,3,7,1,0
SE1,25/08/2019,Malmö FF,Djurgården,0,1,A,0,0,D,20,9,7,2,0,0
SE1,26/08/2019,IFK Göteborg,Kalmar,4,0,H,1,0,H,18,15,12,4,0,0
SE1,24/08/2019,Sirius,Örebro,3,4,A,0,3,A,14,8,7,6,0,0
SE1,25/08/2019,AFC Eskilstuna,Häcken,0,2,A,0,0,D,8,25,3,9,0,0
SE1,30/08/2019,Helsingborg,Östersunds FK,2,0,H,2,0,H,14,16,7,4,0,0
SE1,31/08/2019,Elfsborg,Sirius,1,1,D,1,0,H,21,7,8,2,0,0
SE1,31/08/2019,Örebro,AFC Eskilstuna,3,1,H,2,1,H,17,8,7,2,0,0
SE1,01/09/2019,Norrköping,Hammarby,2,0,H,1,0,H,10,10,5,3,0,1
SE1,01/09/2019,GIF Sundsvall,IFK Göteborg,0,2,A,0,1,A,26,10,8,5,0,0
SE1,01/09/2019,Kalmar,Malmö FF,0,5,A,0,2,A,4,26,0,10,1,0
SE1,01/09/2019,Häcken,Falkenberg,4,1,H,2,1,H,19,9,8,4,0,0
SE1,01/09/2019,AIK,Djurgården,1,0,H,1,0,H,5,15,3,3,1,0
SE1,15/09/2019,Malmö FF,Norrköping,1,0,H,0,0,D,14,9,3,3,0,0
SE1,15/09/2019,Hammarby,IFK Göteborg,6,2,H,3,1,H,20,6,11,4,0,0
SE1,16/09/2019,Djurgården,Helsingborg,2,0,H,0,0,D,29,6,11,3,0,0
SE1,15/09/2019,Häcken,AIK,1,2,A,0,1,A,19,9,6,6,0,0
SE1,16/09/2019,AFC Eskilstuna,Elfsborg,2,2,D,1,0,H,7,28,3,11,0,0
SE1,22/09/2019,Helsingborg,AFC Eskilstuna,2,1,H,1,0,H,17,10,7,3,0,0
SE1,22/09/2019,Elfsborg,Malmö FF,0,3,A,0,0,D,8,20,2,6,0,0
SE1,21/09/2019,Falkenberg,Östersunds FK,1,0,H,1,0,H,15,24,7,7,0,0
SE1,21/09/2019,Norrköping,Örebro,3,0,H,2,0,H,19,11,8,5,0,0
SE1,20/09/2019,GIF Sundsvall,Djurgården,1,4,A,1,3,A,7,15,3,10,0,0
SE1,21/09/2019,Kalmar,Häcken,1,1,D,1,0,H,8,18,4,5,0,0
SE1,22/09/2019,Hammarby,AIK,2,1,H,1,0,H,10,9,5,3,0,0
SE1,21/09/2019,IFK Göteborg,Sirius,2,1,H,2,0,H,9,17,4,5,0,0
SE1,25/09/2019,Örebro,Östersunds FK,2,0,H,0,0,D,7,15,3,6,0,0
SE1,26/09/2019,Norrköping,AFC Eskilstuna,4,0,H,3,0,H,31,10,16,3,0,0
SE1,24/09/2019,Kalmar,GIF Sundsvall,0,2,A,0,1,A,15,5,7,4,0,0
SE1,26/09/2019,Malmö FF,Helsingborg,3,0,H,3,0,H,16,8,6,2,0,0
SE1,24/09/2019,Djurgården,Falkenberg,1,0,H,0,0,D,21,8,7,0,0,0
SE1,25/09/2019,Häcken,Elfsborg,1,2,A,1,1,D,25,11,12,7,0,0
SE1,25/09/2019,AIK,IFK Göteborg,1,0,H,1,0,H,9,13,4,3,0,1
SE1,25/09/2019,Sirius,Hammarby,1,3,A,0,0,D,12,15,3,6,0,0
SE1,30/09/2019,Helsingborg,Kalmar,2,0,H,0,0,D,8,10,6,3,0,0
SE1,29/09/2019,Elfsborg,AIK,1,1,D,0,0,D,10,14,3,5,0,0
SE1,29/09/2019,Falkenberg,Norrköping,0,2,A,0,1,A,6,23,2,6,0,0
SE1,29/09/2019,GIF Sundsvall,Sirius,2,1,H,0,0,D,14,6,8,4,0,0
SE1,30/09/2019,Östersunds FK,Djurgården,1,2,A,1,1,D,17,19,4,5,0,0
SE1,30/09/2019,Hammarby,Örebro,5,1,H,1,1,D,22,8,11,3,0,0
SE1,29/09/2019,IFK Göteborg,Häcken,0,0,D,0,0,D,10,17,0,7,0,0
SE1,29/09/2019,AFC Eskilstuna,Malmö FF,0,1,A,0,0,D,4,18,0,6,0,0
SE1,06/10/2019,Elfsborg,Falkenberg,4,0,H,1,0,H,15,11,10,4,0,0
SE1,05/10/2019,GIF Sundsvall,Norrköping,4,4,D,3,0,H,11,18,9,12,0,0
SE1,06/10/2019,Kalmar,AFC Eskilstuna,0,0,D,0,0,D,9,2,4,2,0,0
SE1,06/10/2019,Malmö FF,IFK Göteborg,1,0,H,0,0,D,22,5,12,2,0,1
SE1,06/10/2019,Djurgården,Hammarby,1,2,A,0,0,D,16,6,8,3,0,1
SE1,06/10/2019,Häcken,Östersunds FK,1,1,D,1,0,H,12,15,5,5,0,0
SE1,05/10/2019,AIK,Örebro,2,0,H,0,0,D,19,13,7,0,0,0
SE1,05/10/2019,Sirius,Helsingborg,2,1,H,1,0,H,14,7,4,2,0,0
SE1,19/10/2019,Helsingborg,Häcken,0,2,A,0,1,A,13,21,6,8,1,0
SE1,21/10/2019,Örebro,Elfsborg,2,2,D,1,1,D,18,21,4,8,0,0
SE1,20/10/2019,Falkenberg,AIK,1,5,A,0,2,A,11,20,5,9,1,0
SE1,20/10/2019,Norrköping,Kalmar,1,0,H,0,0,D,19,18,7,6,0,0
SE1,19/10/2019,Östersunds FK,Sirius,2,0,H,0,0,D,17,28,5,6,0,0
SE1,20/10/2019,Hammarby,Malmö FF,2,0,H,1,0,H,8,17,5,9,0,0
SE1,21/10/2019,IFK Göteborg,Djurgården,0,1,A,0,0,D,8,11,0,4,0,0
SE1,18/10/2019,AFC Eskilstuna,GIF Sundsvall,1,0,H,0,0,D,12,13,6,4,0,0
SE1,28/10/2019,Elfsborg,IFK Göteborg,2,0,H,1,0,H,12,14,5,5,0,0
SE1,26/10/2019,GIF Sundsvall,Helsingborg,1,2,A,0,0,D,26,14,7,5,0,0
SE1,27/10/2019,Östersunds FK,Hammarby,1,2,A,0,0,D,24,22,10,11,0,0
SE1,26/10/2019,Kalmar,Falkenberg,2,3,A,0,0,D,17,14,6,6,0,0
SE1,28/10/2019,Malmö FF,AIK,2,0,H,0,0,D,17,4,6,0,0,0
SE1,28/10/2019,Djurgården,Örebro,3,0,H,1,0,H,23,6,13,3,0,0
SE1,27/10/2019,Häcken,Norrköping,0,1,A,0,0,D,18,9,6,4,1,0
SE1,27/10/2019,AFC Eskilstuna,Sirius,0,0,D,0,0,D,22,13,5,5,0,0
SE1,02/11/2019,Helsingborg,Elfsborg,1,2,A,0,1,A,17,12,4,4,0,0
SE1,02/11/2019,Örebro,Malmö FF,0,5,A,0,2,A,9,33,3,8,0,0
SE1,02/11/2019,Falkenberg,AFC Eskilstuna,1,0,H,0,0,D,20,9,7,3,0,0
SE1,02/11/2019,Norrköping,Djurgården,2,2,D,2,0,H,6,25,3,4,1,0
SE1,02/11/2019,Hammarby,Häcken,4,1,H,1,0,H,24,18,6,5,0,0
SE1,02/11/2019,IFK Göteborg,Östersunds FK,7,1,H,2,1,H,28,12,13,5,0,0
SE1,02/11/2019,AIK,GIF Sundsvall,2,1,H,0,0,D,13,7,5,2,0,0
SE1,02/11/2019,Sirius,Kalmar,3,0,H,0,0,D,20,18,8,6,1,0
SE1,13/09/2019,Sirius,Falkenberg,2,0,H,1,0,H,17,20,4,3,0,0
SE1,14/09/2019,Örebro,GIF Sundsvall,0,0,D,0,0,D,17,11,4,2,0,0
SE1,14/09/2019,Östersunds FK,Kalmar,1,2,A,1,0,H,6,25,3,6,1,0
