Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HR,AR
SE1,10/07/2016,Helsingborg,Elfsborg,2,4,A,0,1,A,10,12,2,4,0,0
SE1,10/07/2016,Kalmar,AIK,1,1,D,1,1,D,14,9,7,3,0,0
SE1,11/07/2016,Malmö FF,Örebro,1,0,H,0,0,D,19,9,11,3,0,0
SE1,16/07/2016,Norrköping,Östersunds FK,3,3,D,2,1,H,13,13,5,6,0,0
SE1,16/07/2016,GIF Sundsvall,Helsingborg,0,2,A,0,1,A,10,7,8,2,0,0
SE1,17/07/2016,Elfsborg,IFK Göteborg,1,1,D,0,1,A,13,11,5,6,0,0
SE1,17/07/2016,AIK,Malmö FF,1,1,D,1,1,D,11,7,6,5,0,0
SE1,17/07/2016,Hammarby,Falkenberg,3,3,D,2,3,A,18,6,3,2,0,0
SE1,17/07/2016,Örebro,Häcken,0,0,D,0,0,D,9,14,5,4,0,0
SE1,18/07/2016,Gefle,Kalmar,4,2,H,2,2,D,10,15,6,6,0,0
SE1,18/07/2016,Jönköpings Södra,Djurgården,1,0,H,1,0,H,8,18,4,12,0,0
SE1,23/07/2016,Norrköping,Gefle,2,0,H,1,0,H,15,8,4,3,0,1
SE1,23/07/2016,Malmö FF,Kalmar,1,1,D,0,1,A,12,10,4,7,0,0
SE1,23/07/2016,Falkenberg,Örebro,1,3,A,0,2,A,6,6,4,5,0,0
SE1,24/07/2016,Hammarby,AIK,0,3,A,0,3,A,8,5,4,2,0,0
SE1,24/07/2016,IFK Göteborg,Jönköpings Södra,2,1,H,2,1,H,12,5,4,2,0,0
SE1,24/07/2016,Helsingborg,Häcken,0,2,A,0,2,A,14,10,9,5,0,0
SE1,25/07/2016,Elfsborg,Östersunds FK,3,1,H,1,0,H,14,9,9,5,0,0
SE1,25/07/2016,Djurgården,GIF Sundsvall,1,3,A,0,0,D,19,9,6,2,0,0
SE1,30/07/2016,Östersunds FK,Elfsborg,0,0,D,0,0,D,10,9,3,3,0,0
SE1,30/07/2016,GIF Sundsvall,Norrköping,1,2,A,1,1,D,9,10,5,5,0,0
SE1,30/07/2016,Gefle,Hammarby,0,2,A,0,2,A,5,13,3,7,0,0
SE1,31/07/2016,Jönköpings Södra,IFK Göteborg,1,1,D,0,0,D,13,20,7,8,0,0
SE1,31/07/2016,AIK,Falkenberg,2,0,H,2,0,H,14,11,7,5,0,0
SE1,31/07/2016,Häcken,Helsingborg,1,1,D,1,1,D,12,13,9,5,1,0
SE1,01/08/2016,Örebro,Malmö FF,0,3,A,0,1,A,16,9,9,9,0,0
SE1,01/08/2016,Kalmar,Djurgården,2,1,H,0,1,A,13,12,8,5,0,0
SE1,05/08/2016,Helsingborg,Gefle,2,3,A,1,1,D,12,5,6,2,0,0
SE1,06/08/2016,Östersunds FK,GIF Sundsvall,4,0,H,0,0,D,16,9,10,4,0,0
SE1,06/08/2016,Falkenberg,Jönköpings Södra,0,5,A,0,2,A,11,10,5,5,0,0
SE1,07/08/2016,Malmö FF,AIK,2,0,H,1,0,H,10,13,6,8,0,0
SE1,07/08/2016,Elfsborg,Häcken,2,4,A,2,3,A,9,11,5,4,0,0
SE1,07/08/2016,Hammarby,Kalmar,2,1,H,1,0,H,16,16,7,8,0,0
SE1,07/08/2016,Norrköping,Örebro,3,1,H,1,1,D,21,8,9,4,0,0
SE1,08/08/2016,Djurgården,IFK Göteborg,3,1,H,2,1,H,12,7,3,3,0,0
SE1,10/08/2016,Norrköping,Häcken,3,1,H,0,1,A,12,20,6,11,0,0
SE1,12/08/2016,IFK Göteborg,Falkenberg,2,0,H,0,0,D,8,13,3,8,0,1
SE1,13/08/2016,AIK,Helsingborg,2,1,H,0,0,D,10,6,2,3,0,0
SE1,13/08/2016,Gefle,Norrköping,0,0,D,0,0,D,6,15,2,4,0,0
SE1,14/08/2016,Kalmar,Malmö FF,1,1,D,0,0,D,5,16,3,5,0,0
SE1,14/08/2016,Djurgården,Elfsborg,2,2,D,1,1,D,18,9,7,6,0,0
SE1,14/08/2016,Häcken,Örebro,0,1,A,0,1,A,15,8,7,4,0,0
SE1,15/08/2016,Jönköpings Södra,Östersunds FK,1,1,D,0,1,A,10,10,3,6,0,0
SE1,15/08/2016,GIF Sundsvall,Hammarby,0,0,D,0,0,D,10,14,5,6,0,0
SE1,20/08/2016,Östersunds FK,Djurgården,1,0,H,1,0,H,8,8,3,3,0,0
SE1,20/08/2016,Helsingborg,Kalmar,0,1,A,0,0,D,16,4,7,2,0,0
SE1,21/08/2016,Hammarby,IFK Göteborg,2,0,H,1,0,H,10,7,5,3,0,0
SE1,21/08/2016,Örebro,AIK,0,2,A,0,1,A,9,13,3,4,0,0
SE1,21/08/2016,Falkenberg,Gefle,1,1,D,1,1,D,15,7,4,3,0,0
SE1,22/08/2016,Elfsborg,GIF Sundsvall,4,0,H,1,0,H,14,7,7,3,0,0
SE1,22/08/2016,Malmö FF,Jönköpings Södra,4,1,H,3,0,H,13,6,3,5,0,0
SE1,27/08/2016,Kalmar,Norrköping,0,1,A,0,0,D,10,8,5,4,0,0
SE1,27/08/2016,Djurgården,Gefle,2,1,H,1,0,H,19,11,6,6,0,0
SE1,28/08/2016,Jönköpings Södra,Elfsborg,1,0,H,0,0,D,12,11,4,2,0,0
SE1,28/08/2016,AIK,Hammarby,0,0,D,0,0,D,11,9,5,3,0,0
SE1,28/08/2016,Häcken,Östersunds FK,3,1,H,0,1,A,15,16,8,5,0,0
SE1,28/08/2016,GIF Sundsvall,Malmö FF,0,1,A,0,0,D,7,16,0,7,0,0
SE1,28/08/2016,IFK Göteborg,Helsingborg,2,0,H,1,0,H,17,12,7,4,0,0
SE1,28/08/2016,Örebro,Falkenberg,3,2,H,1,1,D,24,10,9,6,0,0
SE1,10/09/2016,Elfsborg,Kalmar,1,1,D,0,1,A,18,14,6,3,0,0
SE1,11/09/2016,GIF Sundsvall,AIK,1,3,A,0,3,A,6,14,2,10,0,0
SE1,11/09/2016,Falkenberg,Djurgården,1,2,A,1,1,D,10,16,4,9,0,0
SE1,11/09/2016,Östersunds FK,Helsingborg,2,0,H,2,0,H,11,8,6,3,0,0
SE1,11/09/2016,Norrköping,Jönköpings Södra,5,1,H,5,0,H,18,8,11,5,0,0
SE1,12/09/2016,Malmö FF,IFK Göteborg,3,1,H,1,0,H,15,14,9,5,1,0
SE1,12/09/2016,Hammarby,Örebro,1,1,D,0,0,D,24,19,7,5,0,0
SE1,12/09/2016,Gefle,Häcken,2,2,D,0,1,A,6,17,4,7,0,0
SE1,16/09/2016,Jönköpings Södra,Hammarby,0,1,A,0,0,D,9,14,3,7,0,0
SE1,16/09/2016,Örebro,GIF Sundsvall,3,3,D,2,1,H,13,16,8,9,0,0
SE1,17/09/2016,Kalmar,Östersunds FK,2,0,H,2,0,H,11,11,5,2,0,0
SE1,18/09/2016,Elfsborg,Falkenberg,5,0,H,1,0,H,26,11,12,2,0,0
SE1,18/09/2016,AIK,Gefle,1,0,H,0,0,D,27,8,10,6,0,0
SE1,18/09/2016,Helsingborg,Norrköping,1,2,A,0,1,A,9,8,6,7,1,0
SE1,18/09/2016,Djurgården,Malmö FF,3,1,H,2,1,H,15,13,5,4,0,0
SE1,19/09/2016,Häcken,IFK Göteborg,2,2,D,0,1,A,22,15,10,6,0,0
SE1,21/09/2016,Östersunds FK,Norrköping,0,2,A,0,1,A,15,10,2,5,1,0
SE1,21/09/2016,Helsingborg,GIF Sundsvall,2,1,H,0,0,D,13,9,6,4,0,0
SE1,21/09/2016,Kalmar,Falkenberg,3,0,H,2,0,H,20,7,8,2,0,0
SE1,21/09/2016,Gefle,Jönköpings Södra,0,1,A,0,0,D,9,16,3,5,0,0
SE1,21/09/2016,Djurgården,AIK,0,3,A,0,1,A,0,0,0,0,0,0
SE1,22/09/2016,Hammarby,Häcken,2,3,A,0,1,A,19,14,7,6,0,0
SE1,22/09/2016,IFK Göteborg,Örebro,3,2,H,1,0,H,19,11,6,5,0,0
SE1,22/09/2016,Malmö FF,Elfsborg,1,0,H,0,0,D,19,7,7,4,0,0
SE1,24/09/2016,Jönköpings Södra,Kalmar,0,1,A,0,1,A,8,16,3,5,1,0
SE1,25/09/2016,Elfsborg,AIK,2,2,D,1,2,A,15,13,8,6,0,0
SE1,25/09/2016,Malmö FF,Helsingborg,2,0,H,1,0,H,15,11,5,5,0,0
SE1,26/09/2016,Norrköping,Djurgården,1,3,A,0,0,D,0,0,0,0,0,0
SE1,26/09/2016,GIF Sundsvall,Häcken,0,0,D,0,0,D,13,15,3,3,0,0
SE1,26/09/2016,IFK Göteborg,Östersunds FK,2,0,H,1,0,H,13,18,5,9,0,0
SE1,26/09/2016,Falkenberg,Hammarby,0,2,A,0,1,A,15,13,2,6,0,0
SE1,26/09/2016,Örebro,Gefle,2,2,D,2,1,H,19,19,5,6,0,0
SE1,30/09/2016,Helsingborg,Hammarby,0,1,A,0,0,D,15,11,5,3,0,0
SE1,01/10/2016,GIF Sundsvall,Jönköpings Södra,3,1,H,1,0,H,9,13,5,7,0,1
SE1,01/10/2016,Östersunds FK,Falkenberg,6,1,H,3,1,H,16,5,13,3,0,0
SE1,01/10/2016,Häcken,Malmö FF,2,4,A,2,2,D,14,16,9,7,1,0
SE1,02/10/2016,Kalmar,IFK Göteborg,4,2,H,3,0,H,14,13,6,7,0,0
SE1,02/10/2016,Gefle,Elfsborg,2,2,D,1,2,A,14,13,8,6,1,0
SE1,02/10/2016,AIK,Norrköping,6,0,H,2,0,H,17,4,9,2,0,0
SE1,02/10/2016,Djurgården,Örebro,3,2,H,2,1,H,14,22,8,6,0,0
SE1,15/10/2016,Falkenberg,GIF Sundsvall,1,1,D,1,0,H,21,11,11,5,0,1
SE1,16/10/2016,Norrköping,Malmö FF,1,2,A,0,1,A,7,13,5,7,0,0
SE1,16/10/2016,AIK,Östersunds FK,2,0,H,1,0,H,13,6,10,3,0,0
SE1,16/10/2016,Örebro,Kalmar,2,1,H,0,1,A,12,15,8,5,0,1
SE1,16/10/2016,Jönköpings Södra,Häcken,1,1,D,1,0,H,10,13,6,8,0,0
SE1,16/10/2016,Elfsborg,Helsingborg,1,0,H,1,0,H,18,11,4,5,1,0
SE1,17/10/2016,Hammarby,Djurgården,4,2,H,2,2,D,12,20,8,7,0,0
SE1,17/10/2016,IFK Göteborg,Gefle,3,3,D,1,1,D,29,7,10,5,1,0
SE1,21/10/2016,Gefle,GIF Sundsvall,1,1,D,1,0,H,22,21,9,8,0,0
SE1,22/10/2016,Malmö FF,Östersunds FK,0,3,A,0,1,A,9,12,4,5,0,0
SE1,23/10/2016,Norrköping,Falkenberg,2,1,H,1,1,D,34,11,12,6,0,0
SE1,23/10/2016,Örebro,Helsingborg,0,0,D,0,0,D,12,10,4,3,0,0
SE1,23/10/2016,Hammarby,Elfsborg,2,4,A,0,3,A,25,19,10,10,0,0
SE1,23/10/2016,Häcken,Kalmar,2,3,A,2,1,H,16,16,6,9,0,0
SE1,24/10/2016,IFK Göteborg,AIK,1,0,H,1,0,H,13,10,6,6,0,0
SE1,24/10/2016,Djurgården,Jönköpings Södra,0,2,A,0,1,A,19,9,7,5,0,0
SE1,26/10/2016,Östersunds FK,Hammarby,2,0,H,0,0,D,0,0,0,0,0,0
SE1,26/10/2016,Elfsborg,Norrköping,2,1,H,0,0,D,21,11,7,4,0,1
SE1,26/10/2016,Kalmar,Gefle,0,1,A,0,0,D,23,11,7,2,0,0
SE1,26/10/2016,Falkenberg,Malmö FF,0,3,A,0,2,A,6,16,0,6,0,0
SE1,27/10/2016,Jönköpings Södra,Örebro,1,1,D,0,1,A,17,10,9,3,0,0
SE1,27/10/2016,GIF Sundsvall,IFK Göteborg,1,3,A,1,2,A,18,12,10,7,0,0
SE1,27/10/2016,Helsingborg,Djurgården,1,2,A,0,1,A,14,18,8,8,0,0
SE1,27/10/2016,AIK,Häcken,2,1,H,1,1,D,13,9,8,4,0,0
SE1,30/10/2016,Hammarby,Norrköping,1,1,D,1,0,H,16,13,6,3,0,0
SE1,30/10/2016,Kalmar,GIF Sundsvall,2,0,H,1,0,H,16,8,5,3,0,0
SE1,30/10/2016,Gefle,Malmö FF,1,0,H,0,0,D,14,14,4,6,0,0
SE1,30/10/2016,Falkenberg,Helsingborg,1,4,A,0,2,A,5,21,5,13,0,0
SE1,31/10/2016,Jönköpings Södra,AIK,0,0,D,0,0,D,8,7,3,3,0,0
SE1,31/10/2016,IFK Göteborg,Elfsborg,2,2,D,0,1,A,19,14,4,8,0,0
SE1,31/10/2016,Djurgården,Häcken,1,0,H,0,0,D,0,0,0,0,0,0
SE1,31/10/2016,Örebro,Östersunds FK,1,5,A,1,3,A,10,17,4,12,0,0
SE1,06/11/2016,Malmö FF,Hammarby,3,0,H,1,0,H,9,12,5,2,0,0
SE1,06/11/2016,Östersunds FK,Gefle,2,4,A,1,2,A,19,12,9,7,0,0
SE1,06/11/2016,GIF Sundsvall,Djurgården,2,5,A,1,2,A,3,6,3,6,0,0
SE1,06/11/2016,Norrköping,IFK Göteborg,3,1,H,1,1,D,20,12,11,3,0,0
SE1,06/11/2016,Häcken,Falkenberg,7,0,H,4,0,H,36,7,18,4,0,0
SE1,06/11/2016,Helsingborg,Jönköpings Södra,2,0,H,1,0,H,15,9,7,2,0,1
SE1,06/11/2016,Elfsborg,Örebro,2,1,H,0,0,D,19,10,8,2,0,1
SE1,06/11/2016,AIK,Kalmar,3,1,H,1,1,D,11,10,5,5,0,0
